Hackerspace,Hackerspace#,Country,State,City,Website,Date-of-founding,Hackerspace-status,data-sort-value,
Hackstub,Hackstub,France,Alsace,Strasbourg,https://hackstub.netlib.re/,15 October 2012,active,2456215.5,
Hackerspace Kraków,Hackerspace Kraków,Poland,Lesser Poland,Cracow,http://hackerspace-krk.pl/,17 October 2012,active,2456217.5,
Fikra Space,Fikra Space,Iraq,,Baghdad,http://fikraspace.com/,17 October 2012,active,2456217.5,
DevLoL,DevLoL,Austria,Upperaustria,Linz,http://devlol.at,18 October 2012,active,2456218.5,
Robot Garden,Robot Garden,United States of America,California,Livermore,http://robotgarden.org,20 October 2012,active,2456220.5,
TechShop Austin - Round Rock,TechShop Austin - Round Rock,United States of America,Texas,Austin,http://www.techshop.com,20 October 2012,active,2456220.5,
Karkhana,Karkhana,Nepal,Kathmandu,Kathmandu,http://karkhana.asia/,20 October 2012,active,2456220.5,
Ideas to Things Inc.,Ideas to Things Inc.,United States of America,Massachusetts,Boston,http://ideastothings.org/,24 October 2012,active,2456224.5,
South London Makerspace,South London Makerspace,United Kingdom,London,London,http://southlondonmakerspace.org,25 October 2012,active,2456225.5,
West Coast Makers,West Coast Makers,Australia,Western Australia,Perth,http://westcoastmakers.com,26 October 2012,active,2456226.5,
Making Place,Making Place,United Kingdom,West Yorkshire,Hebden Bridge,http://alternativetechnology.org.uk/,27 October 2012,building,2456227.5,
Tsinelas Labs,Tsinelas Labs,Philippines,National Capital Region,Manila,,31 October 2012,building,2456231.5,
TrepHub,TrepHub,United States of America,Florida,Melbourne,http://trephub.com/,1 November 2012,active,2456232.5,
West san diego community hackerspace,West san diego community hackerspace,United States of America,California,San Diego,,1 November 2012,unknown,2456232.5,
Swift space,Swift space,Canada,Saskatchewan,Swift Current,,1 November 2012,planned,2456232.5,
Águeda Living Lab,Águeda Living Lab,Portugal,Aveiro,Águeda,http://all.cm-agueda.pt/,1 November 2012,active,2456232.5,
TheTransistor-SLC,TheTransistor-SLC,United States of America,Utah,Salt Lake City,https://www.801labs.org,1 November 2012,active,2456232.5,
Navan Hacker Space,Navan Hacker Space,Ireland,Meath,Navan,https://groups.google.com/d/forum/navan-labs,1 November 2012,building,2456232.5,
FabLab Tacoma,FabLab Tacoma,United States of America,Washington,Tacoma,http://www.fablabtacoma.com,1 November 2012,active,2456232.5,
Fort Myers Hackerspace,Fort Myers Hackerspace,United States of America,Florida,Fort Myers,http://fortmyershackerspace.wordpress.com/,1 November 2012,unknown,2456232.5,
Retrohackerspace,Retrohackerspace,United States of America,,Snowflake,http://www.wulfman.com,1 November 2012,active,2456232.5,
20Mission,20Mission,United States of America,California,San Francisco,http://www.20mission.com/,1 November 2012,active,2456232.5,
Kerala,Kerala,India,Kerala,Trivandrum,,1 November 2012,active,2456232.5,
İzmir Hackerspace,İzmir Hackerspace,Turkey,Bornova,IZMIR,http://izmirhs.org,2 November 2012,active,2456233.5,
Theclubhou.se,Theclubhou.se,United States of America,Georgia,Augusta,http://theclubhou.se,3 November 2012,active,2456234.5,
HatCH UNC,HatCH UNC,United States of America,North Carolina,Chapel Hill,,3 November 2012,active,2456234.5,
TheClubhou.se,TheClubhou.se,United States of America,Georgia,Augusta,http://theClubhou.se,3 November 2012,active,2456234.5,
GITFUHKD,GITFUHKD,United States of America,Georgia,Monticello,,5 November 2012,planned,2456236.5,
Leinelab,Leinelab,Germany,Niedersachsen,Hannover,http://www.leinelab.org,6 November 2012,active,2456237.5,
NgHackerspace,NgHackerspace,Nigeria,Lagos,Lagos,http://nghackerspace.wordpress.com,7 November 2012,active,2456238.5,
Decatur Makers,Decatur Makers,United States of America,Georgia,Decatur,http://decaturmakers.org,7 November 2012,active,2456238.5,
PotentialLabs,PotentialLabs,India,Andhra Pradesh,Hyderabad,http://potentiallabs.com,8 November 2012,active,2456239.5,
Amman Hacker Space,Amman Hacker Space,Jordan,Amman,Amman,http://ammanhs.com,11 November 2012,building,2456242.5,
Conexao coworking,Conexao coworking,Brazil,Santa Catarina,Balneario camboriu,http://www.conexaocoworking.com.br,11 November 2012,planned,2456242.5,
The Warehouse,The Warehouse,United States of America,Colorado,Loveland,http://greenhackerspace.com/,12 November 2012,active,2456243.5,
GaragemHacker,GaragemHacker,,,,,14 November 2012,unknown,2456245.5,
Garagemhacker,Garagemhacker,Brazil,Paraná,Curitiba,http://garagemhacker.org,14 November 2012,active,2456245.5,
SLO Makerspace,SLO Makerspace,United States of America,California,San Luis Obispo,http://www.slomakerspace.com,14 November 2012,active,2456245.5,
Brixel,Brixel,Belgium,Limburg,Hasselt,http://www.brixel.be,19 November 2012,active,2456250.5,
The Dorset Constructorium,The Dorset Constructorium,United Kingdom,Dorset,Poole,http://www.constructorium.org,20 November 2012,,2456251.5,
Hobart Hackerspace Inc.,Hobart Hackerspace Inc.,Australia,Tasmania,Hobart,http://www.hobarthackerspace.org.au/,21 November 2012,active,2456252.5,
The Playce,The Playce,India,Maharashtra,Mumbai,http://www.theplayce.in,22 November 2012,building,2456253.5,
Herejia,Herejia,Argentina,Buenos Aires,Buenos Aires,http://herejia.net/,23 November 2012,closed,2456254.5,
Hackerspace Wrocław,Hackerspace Wrocław,Poland,Dolnoslaskie,Wroclaw,http://www.hswro.org,24 November 2012,active,2456255.5,
Public Sector Hackspace,Public Sector Hackspace,"Wales, UK",Monmouthshire,Magor,http://publicsectorhackspace.org,26 November 2012,building,2456257.5,
CoWharf,CoWharf,United States of America,Michigan,Traverse City,http://cowharf.com,28 November 2012,active,2456259.5,
Espuma Lab,Espuma Lab,Colombia,Antioquia,Medellin,http://espuma.co,29 November 2012,building,2456260.5,
Lancaster And Morecambe Makers (LAMM),Lancaster And Morecambe Makers (LAMM),United Kingdom,Lancashire,Lancaster,http://lamm.space/,29 November 2012,active,2456260.5,
Generalhax prescott,Generalhax prescott,United State of America,Arizona,Prescott Valley,,30 November 2012,planned,2456261.5,
Firefly,Firefly,United States of America,Wyoming,Casper,http://www.fireflyhackerspace.org,1 December 2012,active,2456262.5,
Chaos inKL.,Chaos inKL.,Germany,Rhineland-Palatinate,Kaiserslautern,http://chaos-inkl.de,1 December 2012,active,2456262.5,
InnovationLabUG,InnovationLabUG,Guatemala,Guatemala,Guatemala,http://innovacion.galileo.edu/,1 December 2012,active,2456262.5,
Makerspace IZMIR,Makerspace IZMIR,Turkey,TR,IZMIR,http://www.makerspaceizmir.com,1 December 2012,building,2456262.5,
Fablab Lannion,Fablab Lannion,,,,http://fablab-lannion.org,3 December 2012,building,2456264.5,
BurgasLab,BurgasLab,Bulgaria,Burgas,Burgas,http://burgaslab.org,5 December 2012,active,2456266.5,
MakeHartford,MakeHartford,United States of America,Connecticut,Hartford,http://www.makehartford.com/,7 December 2012,active,2456268.5,
Einstein's Workshop,Einstein's Workshop,United States of America,Massachusetts,Burlington,http://www.einsteinsworkshop.com/,10 December 2012,active,2456271.5,
MakeIcT,MakeIcT,United States of America,Kansas,Wichita,http://makeict.org,13 December 2012,active,2456274.5,
Timisoara Startup Hub,Timisoara Startup Hub,Romania,Timis,Timisoara,http://www.startuphub.ro,15 December 2012,active,2456276.5,
HAS,HAS,Sweden,Vasterbotten,Vannasby,,21 December 2012,building,2456282.5,
SmokedLogic,SmokedLogic,Serbia,,Belgrade,,22 December 2012,active,2456283.5,
Makers VLC,Makers VLC,Spain,Valencia,Valencia,https://www.facebook.com/MakersVLC,26 December 2012,building,2456287.5,
Hacklabz,Hacklabz,India,Karnataka,Bangalore,http://hacklabz.org,26 December 2012,planned,2456287.5,
P2P Lab,P2P Lab,Greece,,Ioannina,http://p2plab.org/,29 December 2012,active,2456290.5,
CITEC HackerSpace,CITEC HackerSpace,Thailand,Bangkok,Bangkok,http://www.meetup.com/CITEC-Hacker-Space/,1 January 2013,active,2456293.5,
Inventors Warehouse,Inventors Warehouse,United States of America,Arizona,Phoenix,http://inventorswarehouse.net/,1 January 2013,planned,2456293.5,
EDTRICation,EDTRICation,United States of America,California,Irvine,http://www.edtric.com/co-op-engineering.html,1 January 2013,closed,2456293.5,
South West Makers,South West Makers,Australia,Western Australia,Bunbury,http://www.swmakers.org,1 January 2013,planned,2456293.5,
Section77,Section77,Germany,Baden-Württemberg,Offenburg,http://www.section77.de,1 January 2013,active,2456293.5,
PhenixIT,PhenixIT,France,Seine et Marne,Melun,http://www.phenixit.net,1 January 2013,active,2456293.5,
ZenSecurity,ZenSecurity,Belarus,Minsk,Minsk,http://zensecurity.su,1 January 2013,active,2456293.5,
Kaupunkiverstas - Urban Workshop,Kaupunkiverstas - Urban Workshop,Finland,,Helsinki,http://www.kaupunkiverstas.fi/en/,1 January 2013,active,2456293.5,
Lancaster Lab,Lancaster Lab,United Kingdom,Lancashire,Lancaster,http://www.lancasterlab.org.uk/,1 January 2013,planned,2456293.5,
Titak Security Team,Titak Security Team,Iran,Iran-tehran,Tehran,http://titak.org,1 January 2013,active,2456293.5,
Triangulo,Triangulo,Brazil,Minas Gerais,Uberlandia,http://www.triangulohackerspace.net.br,1 January 2013,building,2456293.5,
F53Hack,F53Hack,Catalonia,Catalonia,Olot (La Garrotxa),,1 January 2013,active,2456293.5,
Palm Beach LED,Palm Beach LED,United States of America,Florida,Palm Beach,http://www.pbled.org/,1 January 2013,planned,2456293.5,
BUDA::lab,BUDA::lab,Belgium,,Kortrijk,http://www.budalab.be,1 January 2013,active,2456293.5,
Sahara Labs - Tarfaya Hackerspace مختبرات الصحراء طرفاية هاكرسبايس,Sahara Labs - Tarfaya Hackerspace مختبرات الصحراء طرفاية هاكرسبايس,Morocco,,Tarfaya,http://saharalabs.org/,1 January 2013,active,2456293.5,
Cyber Samurai HackLabs,Cyber Samurai HackLabs,United State of America,New York,Queensbury,http://cyberhacklabs.com/,1 January 2013,planned,2456293.5,
Deland Hackerspace,Deland Hackerspace,United States of America,Florida,Deland,,8 January 2013,planned,2456300.5,
NaoHack,NaoHack,France,,Nantes,http://naohack.org/,11 January 2013,active,2456303.5,
CSpace,CSpace,United States of America,Oklahoma,Oklahoma City,http://cspaceokc.com,11 January 2013,closed,2456303.5,
Fort,Fort,United States of America,California,San Francisco,http://hackerspaces.org/wiki/Fort,13 January 2013,building,2456305.5,
Hacktenango,Hacktenango,Guatemala,Guatemala,Guatemala,http://hacktenango.com/,13 January 2013,planned,2456305.5,
HackerspaceNagar,HackerspaceNagar,Nagavalley,Himachalpradesh,Naggar,,14 January 2013,building,2456306.5,
Brooklyn Public Library Information Commons,Brooklyn Public Library Information Commons,United States of America,New York,New York City,http://www.bklynlibrary.org/locations/central/infocommons,15 January 2013,active,2456307.5,
Void,Void,Germany,North Rhine-Westphalia,Duisburg,http://void-due.de/,18 January 2013,active,2456310.5,
Eigenbaukombinat Halle,Eigenbaukombinat Halle,Germany,Saxony-Anhalt,Halle,http://eigenbaukombinat.de,19 January 2013,active,2456311.5,
Fargo FabLab,Fargo FabLab,United States of America,North Dakota,Fargo,http://www.fargofablab.com,23 January 2013,closed,2456315.5,
Binary Kitchen,Binary Kitchen,Germany,Bavaria,Regensburg,http://www.binary-kitchen.de/,23 January 2013,active,2456315.5,
The Grid USM Makerspace,The Grid USM Makerspace,United States of America,Maine,"Portland, ME",,25 January 2013,active,2456317.5,
Desert Craft Makerspace,Desert Craft Makerspace,United States of America,Texas,El Paso,http://desertcraft.org,29 January 2013,reformatting,2456321.5,
Little London Hackerspace,Little London Hackerspace,Brazil,Paraná,Londrina,,29 January 2013,planned,2456321.5,
Tool Share Studio,Tool Share Studio,South Africa,,Johannesburg,http://www.toolshare.co.za/,1 February 2013,active,2456324.5,
G-Hive,G-Hive,Belgium,Brussels,Brussels,http://www.g-hive.org,1 February 2013,planned,2456324.5,
Cambridge Hackspace,Cambridge Hackspace,United States of America,Massachusetts,Somerville,http://www.cambridgehackspace.com/,1 February 2013,active,2456324.5,
BinarySpace,BinarySpace,South Africa,Gauteng,Vanderbijlpark,http://www.binaryspace.co.za,1 February 2013,active,2456324.5,
LETHAL,LETHAL,United States of America,California,Los Angeles,http://www.meetup.com/LETHAL/,1 February 2013,active,2456324.5,
Prototek,Prototek,United States of America,Oklahoma,Oklahoma City,http://prototekokc.com/,1 February 2013,active,2456324.5,
SurabayaHackerspaceII,SurabayaHackerspaceII,Indonesia,East Java,Surabaya,http://hackerspacesby.webstarts.com/,1 February 2013,active,2456324.5,
PerfectFab,PerfectFab,United States of America,Tennessee,Clarksville,,2 February 2013,active,2456325.5,
Wieslocher Hackertreff,Wieslocher Hackertreff,Germany,Baden-Württemberg,Wiesloch,,7 February 2013,building,2456330.5,
HackerGru,HackerGru,Brazil,São Paulo,Guarulhos,,8 February 2013,planned,2456331.5,
Incubhacker,Incubhacker,Belgium,Namur,Namur,http://www.incubhacker.be/,8 February 2013,active,2456331.5,
Mumbai Hackerspace,Mumbai Hackerspace,India,Maharashtra,Mumbai,,10 February 2013,planned,2456333.5,
Manguehack,Manguehack,Brazil,Pernambuco,Recife,,13 February 2013,building,2456336.5,
Québec 3d printing Community,Québec 3d printing Community,Canada,Quebec,,,15 February 2013,planned,2456338.5,
Silicon LakeShore,Silicon LakeShore,United States of America,Minnesota,Duluth,http://siliconlakeshore.com/,16 February 2013,closed,2456339.5,
Triangulo Hackerspace,Triangulo Hackerspace,Brazil,Minas Gerais,Uberlandia,http://www.triangulohackerspace.net.br/,17 February 2013,active,2456340.5,
BackspaceNL,BackspaceNL,Netherlands,Groningen,Groningen,,19 February 2013,building,2456342.5,
Hive5,Hive5,Netherlands,Groningen,Groningen,,19 February 2013,building,2456342.5,
SubSpace,SubSpace,United States of America,Florida,Orlando,http://subspace.io/,20 February 2013,active,2456343.5,
Kepler,Kepler,United States of America,South Carolina,Bluffton,,20 February 2013,planned,2456343.5,
LaOS HackerSpace,LaOS HackerSpace,Laos,Vientiane,Vientiane,,25 February 2013,planned,2456348.5,
Omega Anomaly LLC,Omega Anomaly LLC,United States of America,Michigan,Flint,,28 February 2013,active,2456351.5,
Fablab013 Tilburg (Netherlands),Fablab013 Tilburg (Netherlands),Netherlands,Noord brabant,Tilburg,http://fablab013.nl,1 March 2013,active,2456352.5,
SubProto,SubProto,United States of America,South Carolina,Myrtle Beach,http://subproto.com/,1 March 2013,active,2456352.5,
FABlab Namibia,FABlab Namibia,Namibia,,Windhoek,http://fablabnamibia.blogspot.com/,1 March 2013,active,2456352.5,
Kernel 40º HackerClub,Kernel 40º HackerClub,Brazil,Rio de Janeiro,Rio de Janeiro,,1 March 2013,building,2456352.5,
TechShop Pittsburgh,TechShop Pittsburgh,United States of America,Pennsylvania,"Pittsburgh, PA",http://www.techshop.com,2 March 2013,active,2456353.5,
Makeshop Miami,Makeshop Miami,United States of America,Florida,Miami,http://www.makeshopmiami.com,2 March 2013,active,2456353.5,
House4Hack KZN - Durban,House4Hack KZN - Durban,South Africa,Kwazulu Natal,Durban,http://kzn.house4hack.co.za,6 March 2013,active,2456357.5,
Le Hackersoace de la Chambre Blanche,Le Hackersoace de la Chambre Blanche,Canada,Quebec,Quebec,,6 March 2013,active,2456357.5,
Base42,Base42,Spain,Girona,Girona,https://base42.org,7 March 2013,building,2456358.5,
ACGNJ,ACGNJ,United States of America,New Jersey,Scotch Plains,http://www.acgnj.org,10 March 2013,planned,2456361.5,
NI Hackerspace,NI Hackerspace,United States of America,Illinois,DeKalb,,12 March 2013,planned,2456363.5,
Hanoi Hacker Space,Hanoi Hacker Space,Vietnam,Hanoi,Hanoi,http://hanoihackerspace.blogspot.com/,12 March 2013,planned,2456363.5,
Counter Culture Labs,Counter Culture Labs,United States of America,California,Oakland area,https://counterculturelabs.org/,12 March 2013,active,2456363.5,
"So Make It (Southampton, UK)","So Make It (Southampton, UK)",United Kingdom,Hampshire,Southampton,http://www.somakeit.org.uk/,13 March 2013,active,2456364.5,
Red Oak Makerspace,Red Oak Makerspace,United States of America,Texas,Red Oak,http://www.redoakmakerspace.org/,14 March 2013,active,2456365.5,
WinonaHackers,WinonaHackers,United States of America,Minnesota,Winona,,15 March 2013,active,2456366.5,
Largo City Hackerspace,Largo City Hackerspace,China,Beijing,Beijing,http://skynetech.wix.com/lcms,15 March 2013,active,2456366.5,
HackLab Itajaí,HackLab Itajaí,HackLab Itajaí,SC,Itajaí,http://hacklabitajai.org,15 March 2013,building,2456366.5,
Taipei Hackerspace,Taipei Hackerspace,Taiwan,Taipei,Taipei,https://taipeihack.org,19 March 2013,active,2456370.5,
MobileMakerspace,MobileMakerspace,Canada,British Columbia,Victoria,http://www.mobilemakerspace.com,20 March 2013,planned,2456371.5,
MobileMakerspace,MobileMakerspace,Canada,British Columbia,Victoria,http://www.mobilemakerspace.com,20 March 2013,building,2456371.5,
Mobile Makerspace,Mobile Makerspace,Canada,British Columbia,Victoria,http://www.mobilemakerspace.com,20 March 2013,building,2456371.5,
Staten Island MakerSpace,Staten Island MakerSpace,US,NY,Staten Island,http://www.simakerspace.com,23 March 2013,building,2456374.5,
Concoctory,Concoctory,United States of America,Colorado,Denver,http://www.concoctory.com,23 March 2013,closed,2456374.5,
OpenLab Augsburg,OpenLab Augsburg,Germany,Bavaria,Augsburg,http://www.openlab-augsburg.de/,26 March 2013,active,2456377.5,
Terre Haute Hackers,Terre Haute Hackers,United State of America,Indiana,Terre haute,,27 March 2013,unknown,2456378.5,
Raul Hacker Club,Raul Hacker Club,Brazil,Bahia,Salvador,http://raulhc.cc,29 March 2013,active,2456380.5,
Open Hack Space,Open Hack Space,United States of America,Virginia,Locust Grove,http://openhackspace.com,30 March 2013,planned,2456381.5,
